Time (s),Prey Population,Avg Nearest Neighbor Distance,Avg Prey-Predator Distance,Cluster Avg Dist,Cluster Min Dist,Cluster Max Dist,Cluster StdDev
0.00,150,46.441,729.199,51.551,29.717,81.396,15.786
10.00,150,24.187,763.743,98.978,23.072,216.824,42.713
20.00,148,27.891,872.334,101.940,23.703,235.578,54.977
30.00,148,18.237,707.795,84.949,13.198,244.737,42.656
40.10,148,22.641,802.726,65.574,15.596,142.337,31.487
50.02,148,22.228,541.718,68.301,26.551,159.111,28.648
60.00,148,21.634,526.198,62.107,19.914,141.865,27.862
70.02,148,27.670,669.125,97.902,11.716,242.060,51.194
80.02,147,27.533,368.899,140.949,6.769,381.085,81.813
90.00,147,26.112,488.285,115.042,26.177,287.356,57.681
100.08,147,22.601,556.318,77.164,8.953,211.085,41.901
110.78,147,27.991,678.911,66.520,19.526,160.116,30.874
120.02,147,22.415,450.690,86.269,33.671,186.309,33.288
130.02,147,22.542,783.300,73.211,15.286,174.388,36.423
140.02,147,21.749,575.377,66.693,15.874,166.052,30.876
150.02,147,25.915,883.484,107.525,15.818,302.970,61.401
160.02,147,21.514,762.773,70.078,12.999,179.490,40.299
170.02,147,19.514,541.616,52.165,15.530,112.475,25.435
180.02,147,26.460,340.516,95.005,23.190,264.637,45.481
